#SUBMITTED ID	FBID_KEY	NAME	SYMBOL
FBgn0031188	FBgn0031188	-	CG14613
FBgn0031189	FBgn0031189	-	CG14618
FBgn0031190	FBgn0031190	-	CG12576
FBgn0031191	FBgn0031191	Centriolar coiled coil protein 110kDa	Cp110
FBgn0031194	FBgn0031194	-	CG17598
FBgn0031195	FBgn0031195	-	CG17600
FBgn0031196	FBgn0031196	Clusterin associated protein 1	Cluap1
FBgn0031197	FBgn0031197	-	CG17601
FBgn0031201	FBgn0031201	-	CG12446
FBgn0031208	FBgn0031208	-	CR11023
FBgn0031209	FBgn0031209	Ionotropic receptor 21a	Ir21a
FBgn0031213	FBgn0031213	galectin	galectin
FBgn0031214	FBgn0031214	-	CG11374
FBgn0031216	FBgn0031216	Zizimin-related	Zir
FBgn0031217	FBgn0031217	-	CG11377
FBgn0031219	FBgn0031219	-	CG13694
FBgn0031220	FBgn0031220	-	CG4822
FBgn0031224	FBgn0031224	-	CG11454
FBgn0031227	FBgn0031227	-	CG3709
FBgn0031228	FBgn0031228	NADH dehydrogenase (ubiquinone) 15 kDa subunit	ND-15
FBgn0031229	FBgn0031229	-	CG3436
FBgn0031231	FBgn0031231	mitochondrial ribosomal protein L10	mRpL10
FBgn0031232	FBgn0031232	-	CG11617
FBgn0031233	FBgn0031233	TBC1 domain family member 15/17	Tbc1d15-17
FBgn0031235	FBgn0031235	-	CG13693
FBgn0031238	FBgn0031238	-	CG3645
FBgn0031239	FBgn0031239	-	CG17075
FBgn0031240	FBgn0031240	-	CG3345
FBgn0031244	FBgn0031244	-	CG11601
FBgn0031245	FBgn0031245	-	CG3625
FBgn0031247	FBgn0031247	-	CG11562
FBgn0031248	FBgn0031248	-	CG11912
FBgn0031249	FBgn0031249	-	CG11911
FBgn0031250	FBgn0031250	Equilibrative nucleoside transporter 1	Ent1
FBgn0031251	FBgn0031251	-	CG4213
FBgn0031252	FBgn0031252	-	CG13690
FBgn0031253	FBgn0031253	-	CG11885
FBgn0031254	FBgn0031254	-	CG13692
FBgn0031255	FBgn0031255	Bardet-Biedl syndrome 8	BBS8
FBgn0031256	FBgn0031256	shriveled	shv
FBgn0031257	FBgn0031257	-	CG4133
FBgn0031258	FBgn0031258	-	CG4297
FBgn0031260	FBgn0031260	Signal peptide peptidase	Spp
FBgn0031261	FBgn0031261	nicotinic Acetylcholine Receptor beta3	nAChRbeta3
FBgn0031263	FBgn0031263	Translocator protein	Tspo
FBgn0031264	FBgn0031264	-	CG11835
FBgn0031265	FBgn0031265	-	CG2794
FBgn0031266	FBgn0031266	Splicing factor 3b subunit 1	Sf3b1
FBgn0031267	FBgn0031267	Ipk2	Ipk2
FBgn0031268	FBgn0031268	coiled	cold
FBgn0031270	FBgn0031270	-	CG13689
FBgn0031273	FBgn0031273	-	CG2839
FBgn0031275	FBgn0031275	metabotropic GABA-B receptor subtype 3	GABA-B-R3
FBgn0031276	FBgn0031276	-	CG12506
FBgn0031277	FBgn0031277	-	CG13947
FBgn0031279	FBgn0031279	-	CG3544
FBgn0031281	FBgn0031281	SAGA factor-like TAF6	Saf6
FBgn0031282	FBgn0031282	Peroxin 12	Pex12
FBgn0031283	FBgn0031283	-	CG15880
FBgn0031284	FBgn0031284	Post-GPI attachment to proteins 2	PGAP2
FBgn0031285	FBgn0031285	-	CG3662
FBgn0031286	FBgn0031286	-	CG3862
FBgn0031287	FBgn0031287	-	CG4291
FBgn0031288	FBgn0031288	-	CG13949
FBgn0031289	FBgn0031289	-	CG13950
FBgn0031292	FBgn0031292	-	CG15824
FBgn0031294	FBgn0031294	IA-2 protein tyrosine phosphatase	IA-2
FBgn0031295	FBgn0031295	-	CG4375
FBgn0031296	FBgn0031296	-	CG4415
FBgn0031298	FBgn0031298	Autophagy-related 4a	Atg4a
FBgn0031299	FBgn0031299	-	CG4629
FBgn0031301	FBgn0031301	-	CG14339
FBgn0031302	FBgn0031302	-	CG14340
FBgn0031304	FBgn0031304	TBC1 domain family member 23	TBC1D23
FBgn0031305	FBgn0031305	Iris	Iris
FBgn0031306	FBgn0031306	-	CG4577
FBgn0031307	FBgn0031307	Major Facilitator Superfamily Transporter 3	MFS3
FBgn0031309	FBgn0031309	Transcription factor B4	Tfb4
FBgn0031310	FBgn0031310	Vacuolar protein sorting 29	Vps29
FBgn0031312	FBgn0031312	Transport and Golgi organization 14	Tango14
FBgn0031313	FBgn0031313	-	CG5080
FBgn0031314	FBgn0031314	Integrator 14	IntS14
FBgn0031315	FBgn0031315	-	CG14341
FBgn0031317	FBgn0031317	Charon	Charon
FBgn0031318	FBgn0031318	-	CG4887
FBgn0031319	FBgn0031319	-	CG4896
FBgn0031320	FBgn0031320	-	CG5126
FBgn0031321	FBgn0031321	tRNA-guanine transglycosylase	Tgt
FBgn0031322	FBgn0031322	-	CG5001
FBgn0031323	FBgn0031323	-	CG5139
FBgn0031324	FBgn0031324	-	CG14342
FBgn0031327	FBgn0031327	-	CG5397
FBgn0031331	FBgn0031331	-	CG5440
FBgn0031332	FBgn0031332	-	CG5556
FBgn0031333	FBgn0031333	-	CG5561
FBgn0031335	FBgn0031335	-	CG5565
FBgn0031337	FBgn0031337	-	CG14346
FBgn0031343	FBgn0031343	-	CG18131
FBgn0031344	FBgn0031344	-	CG7420
FBgn0031345	FBgn0031345	-	CG18132
FBgn0031347	FBgn0031347	no individualized sperm	nis
FBgn0031351	FBgn0031351	-	CG14352
FBgn0031356	FBgn0031356	-	CG17660
FBgn0031357	FBgn0031357	mitochondrial ribosomal protein L48	mRpL48
FBgn0031359	FBgn0031359	Replication in mitochondria 2	Rim2
FBgn0031360	FBgn0031360	-	CG31937
FBgn0031361	FBgn0031361	-	CG17652
FBgn0031364	FBgn0031364	-	CG17648
FBgn0031365	FBgn0031365	-	CG17650
FBgn0031367	FBgn0031367	calcutta cup	c-cup
FBgn0031372	FBgn0031372	-	CG7295
FBgn0031373	FBgn0031373	-	CG15358
FBgn0031374	FBgn0031374	WD repeat domain 62	Wdr62
FBgn0031375	FBgn0031375	earmuff	erm
FBgn0031377	FBgn0031377	-	CG15356
FBgn0031378	FBgn0031378	-	CG15362
FBgn0031379	FBgn0031379	-	CG7289
FBgn0031381	FBgn0031381	Niemann-Pick type C-2a	Npc2a
FBgn0031384	FBgn0031384	-	CG4238
FBgn0031388	FBgn0031388	-	CG12674
FBgn0031389	FBgn0031389	-	CG4259
FBgn0031390	FBgn0031390	tho2	tho2
FBgn0031391	FBgn0031391	-	CG11723
FBgn0031392	FBgn0031392	Apoptosis inducing factor	AIF
FBgn0031393	FBgn0031393	-	CG15382
FBgn0031395	FBgn0031395	-	CG10874
FBgn0031397	FBgn0031397	-	CG15385
FBgn0031398	FBgn0031398	daedalus	daed
FBgn0031399	FBgn0031399	missing oocyte	mio
FBgn0031401	FBgn0031401	papi	papi
FBgn0031403	FBgn0031403	-	CG15387
FBgn0031406	FBgn0031406	Spermathecal endopeptidase 1	Send1
FBgn0031407	FBgn0031407	-	CG4270
FBgn0031409	FBgn0031409	-	CG4271
FBgn0031410	FBgn0031410	-	CG17237
FBgn0031412	FBgn0031412	-	CG16995
FBgn0031413	FBgn0031413	-	CG9967
FBgn0031414	FBgn0031414	eyes shut	eys
FBgn0031417	FBgn0031417	-	CG3597
FBgn0031418	FBgn0031418	-	CG3609
FBgn0031419	FBgn0031419	-	CG15390
FBgn0031420	FBgn0031420	Ataxin 7	Atxn7
FBgn0031422	FBgn0031422	Phosphatidylinositol glycan anchor biosynthesis class W a	PIG-Wa
FBgn0031423	FBgn0031423	-	CG3557
FBgn0031424	FBgn0031424	Vesicular glutamate transporter	VGlut
FBgn0031426	FBgn0031426	-	CG18641
FBgn0031428	FBgn0031428	-	CG9886
FBgn0031430	FBgn0031430	-	CG3528
FBgn0031431	FBgn0031431	-	CG3515
FBgn0031432	FBgn0031432	Cyp309a1	Cyp309a1
FBgn0031434	FBgn0031434	insensitive	insv
FBgn0031435	FBgn0031435	Early boundary activity 2	Elba2
FBgn0031436	FBgn0031436	NADH dehydrogenase (ubiquinone) B17.2 subunit	ND-B17.2
FBgn0031437	FBgn0031437	Actin-related protein 2/3 complex, subunit 5	Arpc5
FBgn0031440	FBgn0031440	-	CG15395
FBgn0031441	FBgn0031441	-	CG9962
FBgn0031442	FBgn0031442	Proteasome beta4 subunit-related 1	Prosbeta4R1
FBgn0031443	FBgn0031443	Proteasome beta4 subunit-related 2	Prosbeta4R2
FBgn0031444	FBgn0031444	TBP-related factor 4	Trf4
FBgn0031446	FBgn0031446	TBP-related factor 5	Trf5
FBgn0031449	FBgn0031449	-	CG31689
FBgn0031450	FBgn0031450	Hepatocyte growth factor regulated tyrosine kinase substrate	Hrs
FBgn0031451	FBgn0031451	-	CG9961
FBgn0031452	FBgn0031452	Cwc25	Cwc25
FBgn0031453	FBgn0031453	Bacchus	Bacc
FBgn0031454	FBgn0031454	HemK methyltransferase 2	HemK2
FBgn0031455	FBgn0031455	SNAP associated protein	Snapin
FBgn0031456	FBgn0031456	Transportin-Serine/Arginine rich	Tnpo-SR
FBgn0031457	FBgn0031457	Sorting nexin 21	Snx21
FBgn0031458	FBgn0031458	anterior pharynx defective 1	aph-1
FBgn0031459	FBgn0031459	histidine triad nucleotide binding protein 1	HINT1
FBgn0031460	FBgn0031460	-	CG15399
FBgn0031461	FBgn0031461	dawdle	daw
FBgn0031462	FBgn0031462	-	CG2964
FBgn0031463	FBgn0031463	Glucose-6-Phosphatase	G6P
FBgn0031465	FBgn0031465	-	CG3123
FBgn0031466	FBgn0031466	-	CG3119
FBgn0031467	FBgn0031467	Cuticular protein 23B	Cpr23B
FBgn0031468	FBgn0031468	-	CG2975
FBgn0031469	FBgn0031469	-	CG18558
FBgn0031470	FBgn0031470	-	CG18557
FBgn0031471	FBgn0031471	-	CG3117
FBgn0031472	FBgn0031472	-	CG2983
FBgn0031473	FBgn0031473	-	CG3104
FBgn0031474	FBgn0031474	-	CG2991
FBgn0031476	FBgn0031476	-	CG8813
FBgn0031478	FBgn0031478	-	CG8814
FBgn0031479	FBgn0031479	Peroxiredoxin 6005	Prx6005
FBgn0031483	FBgn0031483	-	CG9641
FBgn0031484	FBgn0031484	-	CG3165
FBgn0031485	FBgn0031485	-	CG9643
FBgn0031488	FBgn0031488	-	Ccdc85
FBgn0031489	FBgn0031489	-	CG17224
FBgn0031490	FBgn0031490	-	CG17264
FBgn0031491	FBgn0031491	alpha1,4-galactosyltransferase 1	alpha4GT1
FBgn0031492	FBgn0031492	pre-mRNA processing factor 40	Prp40
FBgn0031493	FBgn0031493	Splicing factor 3b subunit 2	Sf3b2
FBgn0031494	FBgn0031494	-	CG17219
FBgn0031495	FBgn0031495	beta4GalNAcTB pilot	GABPI
FBgn0031496	FBgn0031496	-	CG17258
FBgn0031497	FBgn0031497	Seryl-tRNA synthetase	SerRS
FBgn0031498	FBgn0031498	-	CG17260
FBgn0031500	FBgn0031500	-	CG17221
FBgn0031501	FBgn0031501	-	CG17261
FBgn0031504	FBgn0031504	-	CG15403
FBgn0031505	FBgn0031505	NADH dehydrogenase (ubiquinone) B14.5 B subunit	ND-B14.5B
FBgn0031512	FBgn0031512	-	CG15404
FBgn0031513	FBgn0031513	-	CG3347
FBgn0031514	FBgn0031514	Otopetrin-like b	OtopLb
FBgn0031515	FBgn0031515	-	CG9664
FBgn0031516	FBgn0031516	-	CG9663
FBgn0031517	FBgn0031517	-	CG15406
FBgn0031518	FBgn0031518	-	CG3277
FBgn0031519	FBgn0031519	Fidgetin	Fign
FBgn0031520	FBgn0031520	-	CG8837
FBgn0031522	FBgn0031522	-	CG3285
FBgn0031523	FBgn0031523	-	CG15408
FBgn0031526	FBgn0031526	-	CG8838
FBgn0031528	FBgn0031528	-	CG15412
FBgn0031529	FBgn0031529	-	CG9662
FBgn0031530	FBgn0031530	Polypeptide N-Acetylgalactosaminyltransferase 2	Pgant2
FBgn0031531	FBgn0031531	-	CG8840
FBgn0031533	FBgn0031533	-	CG2772
FBgn0031534	FBgn0031534	Sorting nexin 1	Snx1
FBgn0031535	FBgn0031535	-	CG12795
FBgn0031536	FBgn0031536	Component of oligomeric golgi complex 3	Cog3
FBgn0031538	FBgn0031538	-	CG3246
FBgn0031540	FBgn0031540	Pif1 DNA helicase	Pif1
FBgn0031542	FBgn0031542	-	CG15414
FBgn0031544	FBgn0031544	-	CG17593
FBgn0031545	FBgn0031545	-	CG3213
FBgn0031546	FBgn0031546	-	CG8851
FBgn0031547	FBgn0031547	Scavenger receptor class C, type IV	Sr-CIV
FBgn0031548	FBgn0031548	-	CG8852
FBgn0031549	FBgn0031549	Spindly	Spindly
FBgn0031550	FBgn0031550	Intraflagellar transport 57	IFT57
FBgn0031554	FBgn0031554	-	CG15418
FBgn0031558	FBgn0031558	-	CG16704
FBgn0031559	FBgn0031559	-	CG3513
FBgn0031560	FBgn0031560	-	CG16713
FBgn0031561	FBgn0031561	Immune induced molecule 33	IM33
FBgn0031562	FBgn0031562	-	CG3604
FBgn0031563	FBgn0031563	-	CG10031
FBgn0031564	FBgn0031564	-	CG2816
FBgn0031566	FBgn0031566	-	CG2818
FBgn0031568	FBgn0031568	-	CG10019
FBgn0031571	FBgn0031571	bark beetle	bark
FBgn0031573	FBgn0031573	-	CG3407
FBgn0031574	FBgn0031574	Tubulin tyrosine ligase-like 4B	TTLL4B
FBgn0031575	FBgn0031575	Centrosomal protein 97kDa	Cep97
FBgn0031579	FBgn0031579	-	CG15422
FBgn0031580	FBgn0031580	-	CG15423
FBgn0031585	FBgn0031585	-	CG2955
FBgn0031589	FBgn0031589	Nicotinate phosphoribosyltransferase	Naprt
FBgn0031590	FBgn0031590	-	CG3702
FBgn0031592	FBgn0031592	Arginine methyltransferase 2	Art2
FBgn0031596	FBgn0031596	-	CG15429
FBgn0031597	FBgn0031597	-	CG17612
FBgn0031598	FBgn0031598	Vacuolar protein sorting 53	Vps53
FBgn0031600	FBgn0031600	-	CG3652
FBgn0031601	FBgn0031601	Dim1	Dim1
FBgn0031602	FBgn0031602	-	CG15431
FBgn0031603	FBgn0031603	-	CG15432
FBgn0031604	FBgn0031604	Elongator complex protein 3	Elp3
FBgn0031606	FBgn0031606	-	CG15439
FBgn0031607	FBgn0031607	tRNA Selenocysteine associated protein	Secp43
FBgn0031608	FBgn0031608	-	CG15435
FBgn0031609	FBgn0031609	-	CG15443
FBgn0031610	FBgn0031610	-	CG15436
FBgn0031611	FBgn0031611	FIG4 phosphoinositide 5-phosphatase	FIG4
FBgn0031613	FBgn0031613	Heterochromatin protein 6	HP6
FBgn0031617	FBgn0031617	-	CG15635
FBgn0031619	FBgn0031619	-	CG3355
FBgn0031620	FBgn0031620	-	CG11929
FBgn0031621	FBgn0031621	Early boundary activity 3	Elba3
FBgn0031622	FBgn0031622	-	CG3251
FBgn0031623	FBgn0031623	TBP-associated factor 30kD subunit alpha-2	Taf12L
FBgn0031626	FBgn0031626	-	CG15631
FBgn0031627	FBgn0031627	factor of interpulse interval	fipi
FBgn0031628	FBgn0031628	-	CG3294
FBgn0031630	FBgn0031630	-	CG15629
FBgn0031631	FBgn0031631	-	CG3225
FBgn0031632	FBgn0031632	-	CG15628
FBgn0031633	FBgn0031633	Farnesyl transferase alpha	Fnta
FBgn0031634	FBgn0031634	Ionotropic receptor 25a	Ir25a
FBgn0031635	FBgn0031635	tank	tank
FBgn0031636	FBgn0031636	-	CG12194
FBgn0031637	FBgn0031637	mextli	mxt
FBgn0031638	FBgn0031638	-	CG11927
FBgn0031639	FBgn0031639	mitochondrial ribosomal protein S2	mRpS2
FBgn0031640	FBgn0031640	Monensin sensitivity 1	Mon1
FBgn0031643	FBgn0031643	-	CG3008
FBgn0031644	FBgn0031644	-	CG15625
FBgn0031645	FBgn0031645	-	CG3036
FBgn0031646	FBgn0031646	snustorr snarlik	snsl
FBgn0031649	FBgn0031649	hoepel2	hoe2
FBgn0031650	FBgn0031650	-	CG14044
FBgn0031651	FBgn0031651	mitochondrial ribosomal protein L24	mRpL24
FBgn0031652	FBgn0031652	jetlag	jet
FBgn0031653	FBgn0031653	Jonah 25Biii	Jon25Biii
FBgn0031654	FBgn0031654	Jonah 25Bii	Jon25Bii
FBgn0031655	FBgn0031655	Marcal1	Marcal1
FBgn0031657	FBgn0031657	-	CG3756
FBgn0031659	FBgn0031659	-	CG14043
FBgn0031660	FBgn0031660	mitochondrial ribosomal protein L28	mRpL28
FBgn0031661	FBgn0031661	GDP-mannose 4,6-dehydratase	Gmd
FBgn0031662	FBgn0031662	-	CG3792
FBgn0031663	FBgn0031663	-	CG8891
FBgn0031664	FBgn0031664	-	CG8892
FBgn0031668	FBgn0031668	-	CG31917
FBgn0031670	FBgn0031670	Selenoprotein T	SelT
FBgn0031673	FBgn0031673	-	CG31650
FBgn0031675	FBgn0031675	-	CG9121
FBgn0031676	FBgn0031676	senju	senju
FBgn0031677	FBgn0031677	-	CG14036
FBgn0031678	FBgn0031678	Neprilysin-like 3	Nepl3
FBgn0031681	FBgn0031681	Polypeptide N-Acetylgalactosaminyltransferase 5	Pgant5
FBgn0031682	FBgn0031682	-	CG5828
FBgn0031683	FBgn0031683	-	CG4230
FBgn0031684	FBgn0031684	NADH dehydrogenase (ubiquinone) 13 kDa A subunit	ND-13A
FBgn0031688	FBgn0031688	Cyp28d2	Cyp28d2
FBgn0031689	FBgn0031689	Cyp28d1	Cyp28d1
FBgn0031690	FBgn0031690	-	CG7742
FBgn0031692	FBgn0031692	Troponin C at 25D	TpnC25D
FBgn0031693	FBgn0031693	Cyp4ac1	Cyp4ac1
FBgn0031694	FBgn0031694	Cyp4ac2	Cyp4ac2
FBgn0031695	FBgn0031695	Cyp4ac3	Cyp4ac3
FBgn0031696	FBgn0031696	Bub1 kinase	Bub1
FBgn0031697	FBgn0031697	-	CG14024
FBgn0031698	FBgn0031698	Nuclear receptor coactivator 6	Ncoa6
FBgn0031700	FBgn0031700	-	CG14022
FBgn0031701	FBgn0031701	Turandot M	TotM
FBgn0031702	FBgn0031702	fuseless	fusl
FBgn0031703	FBgn0031703	-	CG12512
FBgn0031707	FBgn0031707	-	CG14020
FBgn0031708	FBgn0031708	-	CG7382
FBgn0031710	FBgn0031710	Vacuolar protein sorting 52	Vps52
FBgn0031711	FBgn0031711	-	CG6907
FBgn0031713	FBgn0031713	Coenzyme Q6	Coq6
FBgn0031715	FBgn0031715	tombola	tomb
FBgn0031716	FBgn0031716	-	CG14015
FBgn0031717	FBgn0031717	Oscillin	Oscillin
FBgn0031718	FBgn0031718	-	CG14014
FBgn0031719	FBgn0031719	-	CG18269
FBgn0031720	FBgn0031720	-	CG14013
FBgn0031721	FBgn0031721	-	CG14017
FBgn0031722	FBgn0031722	-	CG14011
FBgn0031723	FBgn0031723	-	CG7251
FBgn0031724	FBgn0031724	-	CG18266
FBgn0031725	FBgn0031725	Dpr-interacting protein eta	DIP-eta
FBgn0031726	FBgn0031726	Cyp6a16	Cyp6a16
FBgn0031728	FBgn0031728	Heat shock protein 60C	Hsp60C
FBgn0031729	FBgn0031729	-	CG12511
FBgn0031730	FBgn0031730	-	CG7236
FBgn0031731	FBgn0031731	-	CG14007
FBgn0031732	FBgn0031732	-	CG11149
FBgn0031733	FBgn0031733	-	CG14006
FBgn0031734	FBgn0031734	-	CG11147
FBgn0031735	FBgn0031735	-	CG11029
FBgn0031736	FBgn0031736	-	CG11030
FBgn0031737	FBgn0031737	obstructor-E	obst-E
FBgn0031738	FBgn0031738	-	CG9171
FBgn0031739	FBgn0031739	-	CG14005
FBgn0031740	FBgn0031740	-	CG7239
FBgn0031741	FBgn0031741	-	CG11034
FBgn0031745	FBgn0031745	rau	rau
FBgn0031746	FBgn0031746	-	CG9029
FBgn0031747	FBgn0031747	-	CG9021
FBgn0031749	FBgn0031749	-	CG14000
FBgn0031751	FBgn0031751	-	CG9016
FBgn0031752	FBgn0031752	-	CG9044
FBgn0031753	FBgn0031753	-	CG13999
FBgn0031756	FBgn0031756	-	CG13992
FBgn0031757	FBgn0031757	Ucp4C	Ucp4C
FBgn0031758	FBgn0031758	Uncoupling protein 4B	Ucp4B
FBgn0031759	FBgn0031759	little imaginal discs	lid
FBgn0031760	FBgn0031760	Tetraspanin 26A	Tsp26A
FBgn0031762	FBgn0031762	-	CG9098
FBgn0031763	FBgn0031763	-	CG13996
FBgn0031764	FBgn0031764	-	CG9107
FBgn0031765	FBgn0031765	-	CG9109
FBgn0031766	FBgn0031766	-	CG9117
FBgn0031768	FBgn0031768	Inositol phosphatase interacting protein	IPIP
FBgn0031769	FBgn0031769	-	CG9135
FBgn0031770	FBgn0031770	-	CG13995
FBgn0031771	FBgn0031771	NADH dehydrogenase (ubiquinone) 51 kDa subunit	ND-51
FBgn0031772	FBgn0031772	-	CG13994
FBgn0031773	FBgn0031773	F-box and WD repeat domain containing 5	Fbw5
FBgn0031774	FBgn0031774	-	CG9147
FBgn0031775	FBgn0031775	-	CG9150
FBgn0031776	FBgn0031776	Prefoldin 1	Pfdn1
FBgn0031777	FBgn0031777	-	CG9154
FBgn0031778	FBgn0031778	long non-coding RNA:CR9162	lncRNA:CR9162
FBgn0031779	FBgn0031779	-	CG9175
FBgn0031782	FBgn0031782	WD repeat domain 79	WDR79
FBgn0031784	FBgn0031784	-	CG9222
FBgn0031785	FBgn0031785	-	CG13991
FBgn0031786	FBgn0031786	-	CG13989
FBgn0031791	FBgn0031791	Arylalkylamine N-acetyltransferase-like 2	AANATL2
FBgn0031792	FBgn0031792	-	CG13983
FBgn0031799	FBgn0031799	Pez	Pez
FBgn0031800	FBgn0031800	-	CG9497
FBgn0031801	FBgn0031801	-	CG9498
FBgn0031802	FBgn0031802	pickpocket 7	ppk7
FBgn0031803	FBgn0031803	pickpocket 14	ppk14
FBgn0031804	FBgn0031804	-	CG9500
FBgn0031805	FBgn0031805	Neprilysin-like 4	Nepl4
FBgn0031808	FBgn0031808	Neprilysin-like 5	Nepl5
FBgn0031811	FBgn0031811	-	CG13982
FBgn0031813	FBgn0031813	-	CG9527
FBgn0031814	FBgn0031814	real-time	retm
FBgn0031815	FBgn0031815	farjavit	frj
FBgn0031816	FBgn0031816	Ring finger and CHY zinc finger domain containing 1	Rchy1
FBgn0031817	FBgn0031817	HemK methyltransferase 1	HemK1
FBgn0031818	FBgn0031818	-	CG9536
FBgn0031820	FBgn0031820	Daxx-like protein	Daxx
FBgn0031822	FBgn0031822	PHD finger protein 5a	Phf5a
FBgn0031824	FBgn0031824	-	CG9547
FBgn0031826	FBgn0031826	-	CG9550
FBgn0031829	FBgn0031829	Intraflagellar transport 52	IFT52
FBgn0031830	FBgn0031830	Cytochrome c oxidase subunit 5B	COX5B
FBgn0031831	FBgn0031831	Cytochrome c oxidase subunit 5B-like	COX5BL
FBgn0031832	FBgn0031832	-	CG9596
FBgn0031834	FBgn0031834	-	CG13766
FBgn0031835	FBgn0031835	-	CG11319
FBgn0031836	FBgn0031836	-	CG11050
FBgn0031837	FBgn0031837	Dpr-interacting protein iota	DIP-iota
FBgn0031844	FBgn0031844	-	CG13771
FBgn0031848	FBgn0031848	Non-SMC element 1	Nse1
FBgn0031849	FBgn0031849	-	CG11327
FBgn0031850	FBgn0031850	Thrombospondin	Tsp
FBgn0031851	FBgn0031851	Apoptosis antagonizing transcription factor	Aatf
FBgn0031853	FBgn0031853	Tubulin tyrosine ligase-like 3B	TTLL3B
FBgn0031854	FBgn0031854	Tubulin tyrosine ligase-like 3A	TTLL3A
FBgn0031855	FBgn0031855	meng-po	meng
FBgn0031856	FBgn0031856	-	CG11322
FBgn0031857	FBgn0031857	Linear Ubiquitin E3 ligase	LUBEL
FBgn0031858	FBgn0031858	-	CG17378
FBgn0031859	FBgn0031859	-	CG17377
FBgn0031860	FBgn0031860	-	CG11236
FBgn0031861	FBgn0031861	-	CG17375
FBgn0031865	FBgn0031865	Na[+]/H[+] hydrogen antiporter 1	Nha1
FBgn0031866	FBgn0031866	Neuroligin 2	Nlg2
FBgn0031868	FBgn0031868	Rat1 5'-3' exoribonuclease	Rat1
FBgn0031869	FBgn0031869	-	CG18304
FBgn0031871	FBgn0031871	Fibroblast growth factor receptor 1 oncogene partner 2	Fgop2
FBgn0031872	FBgn0031872	interference hedgehog	ihog
FBgn0031873	FBgn0031873	Gas41	Gas41
FBgn0031874	FBgn0031874	-	CG13775
FBgn0031875	FBgn0031875	-	CG3430
FBgn0031876	FBgn0031876	Ada2a-containing complex component 1	Atac1
FBgn0031877	FBgn0031877	3-Hydroxymethyl-3-methylglutaryl-CoA lyase	Hmgcl
FBgn0031878	FBgn0031878	septin interacting protein 2	sip2
FBgn0031879	FBgn0031879	uninflatable	uif
FBgn0031881	FBgn0031881	Mitochondrial Magnesium Exporter 1	MME1
FBgn0031882	FBgn0031882	Rab30	Rab30
FBgn0031883	FBgn0031883	Caper	Caper
FBgn0031885	FBgn0031885	Menin 1	Mnn1
FBgn0031886	FBgn0031886	Nuf2	Nuf2
FBgn0031887	FBgn0031887	UDP-glycosyltransferase family 307 member A1	Ugt307A1
FBgn0031888	FBgn0031888	PDGF- and VEGF-related factor 2	Pvf2
FBgn0031893	FBgn0031893	Mitochondrial calcium uptake 1	MICU1
FBgn0031894	FBgn0031894	-	CG4496
FBgn0031895	FBgn0031895	-	CG4497
FBgn0031896	FBgn0031896	-	CG4502
FBgn0031897	FBgn0031897	-	CG13784
FBgn0031900	FBgn0031900	-	CG13786
FBgn0031902	FBgn0031902	Wnt oncogene analog 6	Wnt6
FBgn0031903	FBgn0031903	Wnt oncogene analog 10	Wnt10
FBgn0031904	FBgn0031904	-	CG5149
FBgn0031905	FBgn0031905	gudu	gudu
FBgn0031906	FBgn0031906	-	CG5160
FBgn0031907	FBgn0031907	-	CG5171
FBgn0031908	FBgn0031908	-	CG5177
FBgn0031909	FBgn0031909	-	CG5181
FBgn0031910	FBgn0031910	-	CG15818
FBgn0031913	FBgn0031913	-	CG5958
FBgn0031914	FBgn0031914	-	CG5973
FBgn0031918	FBgn0031918	-	CG6055
FBgn0031920	FBgn0031920	-	CG6441
FBgn0031925	FBgn0031925	Cyp4d21	Cyp4d21
FBgn0031926	FBgn0031926	-	CG6739
FBgn0031929	FBgn0031929	-	CG18585
FBgn0031930	FBgn0031930	-	CG7025
FBgn0031935	FBgn0031935	-	CG13793
FBgn0031936	FBgn0031936	-	CG13794
FBgn0031937	FBgn0031937	-	CG13795
FBgn0031939	FBgn0031939	-	CG13796
FBgn0031940	FBgn0031940	-	CG7214
FBgn0031941	FBgn0031941	ATP synthase, subunit G-like	ATPsynGL
FBgn0031942	FBgn0031942	-	CG7203
FBgn0031945	FBgn0031945	-	CG7191
FBgn0031946	FBgn0031946	-	CG7164
FBgn0031947	FBgn0031947	-	CG7154
FBgn0031948	FBgn0031948	-	CG7149
FBgn0031950	FBgn0031950	Homocysteine-induced endoplasmic reticulum protein	Herp
FBgn0031951	FBgn0031951	r2d2	r2d2
FBgn0031952	FBgn0031952	cell division cycle 14	cdc14
FBgn0031954	FBgn0031954	-	CG14537
FBgn0031955	FBgn0031955	-	CG14535
FBgn0031957	FBgn0031957	TweedleE	TwdlE
FBgn0031959	FBgn0031959	spatzle 3	spz3
FBgn0031961	FBgn0031961	-	CG7102
FBgn0031968	FBgn0031968	-	CG7231
FBgn0031969	FBgn0031969	peste	pes
FBgn0031970	FBgn0031970	-	CG7227
FBgn0031971	FBgn0031971	Starvation-upregulated protein	Sirup
FBgn0031972	FBgn0031972	WW domain containing oxidoreductase	Wwox
FBgn0031973	FBgn0031973	Serpin 28Dc	Spn28Dc
FBgn0031974	FBgn0031974	-	CG12560
FBgn0031975	FBgn0031975	Transglutaminase	Tg
FBgn0031976	FBgn0031976	-	CG7367
FBgn0031977	FBgn0031977	barrier to autointegration factor	baf
